"#","ИД установе","Власништво","Округ","Општина","Назив установе","Подручје рада","Образовни профил","Трајање образовања","Језик наставе","Број одељења - први разред","Број комбинованих одељења - први разред","Број специјалних одељења - први разред","Број ученика - први разред","Број девојчица - први разред","Број ИОП-а 1 - први разред","Број ИОП-а 2 - први разред","Број ИОП-а 3 - први разред","Број одељења - други разред","Број комбинованих одељења - други разред","Број специјалних одељења - други разред","Број ученика - други разред","Број девојчица - други разред","Број ИОП-а 1 - други разред","Број ИОП-а 2 - други разред","Број ИОП-а 3 - други разред","Број одељења - трећи разред","Број комбинованих одељења - трећи разред","Број специјалних одељења - трећи разред","Број ученика - трећи разред","Број девојчица - трећи разред","Број ИОП-а 1 - трећи разред","Број ИОП-а 2 - трећи разред","Број ИОП-а 3 - трећи разред","Број одељења - четврти разред","Број комбинованих одељења - четврти разред","Број специјалних одељења - четврти разред","Број ученика - четврти разред","Број девојчица - четврти разред","Број ИОП-а 1 - четврти разред","Број ИОП-а 2 - четврти разред","Број ИОП-а 3 - четврти разред","Број одељења - пети разред","Број комбинованих одељења - пети разред","Број специјалних одељења - пети разред","Број ученика - пети разред","Број девојчица - пети разред","Број ИОП-а 1 - пети разред","Број ИОП-а 2 - пети разред","Број ИОП-а 3 - пети разред","Број одељења - шести разред","Број комбинованих одељења - шести разред","Број специјалних одељења - шести разред","Број ученика - шести разред","Број девојчица - шести разред","Број ИОП-а 1 - шести разред","Број ИОП-а 2 - шести разред","Број ИОП-а 3 - шести разред","Број одељења - седми разред","Број комбинованих одељења - седми разред","Број специјалних одељења - седми разред","Број ученика - седми разред","Број девојчица - седми разред","Број ИОП-а 1 - седми разред","Број ИОП-а 2 - седми разред","Број ИОП-а 3 - седми разред","Број одељења - осми разред","Број комбинованих одељења - осми разред","Број специјалних одељења - осми разред","Број ученика - осми разред","Број девојчица - осми разред","Број ИОП-а 1 - осми разред","Број ИОП-а 2 - осми разред","Број ИОП-а 3 - осми разред"
"203.","212","Државно","Севернобачки управни округ","Суботица - град","Матија Губец","Основно редовно образовање","Основно образовање","8","Хрватски језик","1","1","0","1","1","0","0","0","1","1","0","4","3","0","0","0","1","1","0","1","0","0","0","0","1","1","0","2","2","0","0","0","1","0","0","3","0","0","0","0","1","0","0","4","3","1","0","0","1","0","0","5","4","0","0","0","1","0","0","9","6","0","1","0"
"204.","213","Државно","Западнобачки управни округ","Апатин","Жарко Зрењанин","Основно редовно образовање","Основно образовање","8","Српски језик","6","0","0","126","57","26","6","0","6","0","0","137","78","13","4","0","6","0","0","163","73","15","3","0","6","0","0","154","70","3","3","0","6","0","0","165","71","11","2","0","6","0","0","149","72","3","2","0","6","0","0","158","78","4","7","0","7","0","0","155","81","2","3","0"
"205.","214","Државно","Западнобачки управни округ","Апатин","Јожеф Атила","Основно редовно образовање","Основно образовање","8","Мађарски језик","1","0","0","9","2","0","1","0","1","0","0","8","3","0","0","0","1","0","0","6","4","2","0","0","1","0","0","7","2","2","0","0","1","0","0","9","4","1","0","0","1","0","0","12","7","1","1","0","1","0","0","12","7","1","0","0","1","0","0","10","3","1","0","0"
"206.","214","Државно","Западнобачки управни округ","Апатин","Јожеф Атила","Основно редовно образовање","Основно образовање","8","Српски језик","1","1","0","4","1","0","0","0","1","1","0","4","3","0","0","0","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"207.","215","Државно","Западнобачки управни округ","Апатин","Младост","Основно редовно образовање","Основно образовање","8","Српски језик","1","0","0","18","6","0","0","0","1","0","0","21","15","0","0","0","1","0","0","26","13","0","0","0","1","0","0","24","12","0","0","0","1","0","0","23","6","0","0","0","1","0","0","27","14","0","0","0","2","0","0","45","18","0","2","0","1","0","0","23","15","0","2","0"
"208.","216","Државно","Западнобачки управни округ","Апатин","Иван Горан Ковачић","Основно редовно образовање","Основно образовање","8","Српски језик","2","0","0","33","17","0","0","0","2","0","0","29","13","1","1","0","2","0","0","35","15","0","0","0","2","0","0","32","14","0","0","0","2","0","0","31","15","0","0","0","2","0","0","43","20","0","0","0","2","0","0","33","17","0","0","0","2","0","0","32","12","0","0","0"
"209.","217","Државно","Западнобачки управни округ","Апатин","Киш Ференц","Основно редовно образовање","Основно образовање","8","Мађарски језик","0","0","0","0","0","0","0","0","1","1","0","1","1","0","0","0","1","1","0","2","1","0","0","0","1","1","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"210.","217","Државно","Западнобачки управни округ","Апатин","Киш Ференц","Основно редовно образовање","Основно образовање","8","Српски језик","1","1","0","4","0","1","0","0","1","1","0","7","3","0","0","0","1","0","0","9","2","3","0","0","1","0","0","9","5","0","1","0","1","0","0","4","4","0","0","0","1","0","0","7","4","0","1","0","1","0","0","10","6","0","0","0","1","0","0","9","6","0","0","0"
"211.","218","Државно","Западнобачки управни округ","Кула","Иса Бајић","Основно редовно образовање","Основно образовање","8","Српски језик","4","0","0","87","45","0","3","0","5","1","1","92","37","2","3","0","5","1","1","103","58","0","2","0","5","1","1","100","48","0","2","0","5","1","1","93","43","1","2","0","5","1","1","95","45","0","5","0","6","0","1","117","52","0","7","0","5","1","1","101","53","2","2","0"
"212.","219","Државно","Западнобачки управни округ","Кула","Петефи бригада","Основно редовно образовање","Основно образовање","8","Мађарски језик","1","0","0","10","4","0","1","0","1","0","0","13","6","0","0","0","1","0","0","11","7","0","0","0","1","0","0","12","7","1","0","0","1","0","0","8","2","0","0","0","1","0","0","6","2","0","0","0","1","0","0","9","4","0","0","0","1","0","0","7","4","0","0","0"
"213.","219","Државно","Западнобачки управни округ","Кула","Петефи бригада","Функционално образовање одраслих","Функционално образовање одраслих","6","Српски језик","2","1","0","25","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"214.","219","Државно","Западнобачки управни округ","Кула","Петефи бригада","Основно редовно образовање","Основно образовање","8","Српски језик","3","0","0","56","29","0","2","1","2","0","0","45","24","0","0","0","3","0","0","73","43","1","1","0","3","0","0","46","26","1","4","0","3","0","0","55","24","3","3","0","3","0","0","56","31","0","1","0","3","0","0","63","33","1","0","0","3","0","0","68","31","0","0","0"
"215.","220","Државно","Западнобачки управни округ","Кула","Вук Караџић","Основно редовно образовање","Основно образовање","8","Српски језик","4","1","0","61","33","0","2","0","4","1","0","73","36","1","0","0","4","1","0","76","33","0","1","0","3","0","0","76","40","0","2","0","3","0","0","77","35","0","0","0","3","0","0","75","33","0","5","0","4","0","0","91","52","0","7","0","4","0","0","87","46","0","2","0"
"216.","221","Државно","Западнобачки управни округ","Кула","Вељко Влаховић","Основно редовно образовање","Основно образовање","8","Српски језик","1","0","0","15","2","0","0","0","1","0","0","5","2","0","0","0","1","0","0","11","5","1","1","0","1","0","0","15","5","0","2","0","1","0","0","16","8","0","1","0","1","0","0","11","8","0","1","0","1","0","0","11","1","0","1","0","1","0","0","17","7","0","2","0"
"217.","222","Државно","Западнобачки управни округ","Кула","Никола Тесла","Основно редовно образовање","Основно образовање","8","Српски језик","1","0","0","8","3","0","0","0","1","0","0","17","4","1","0","0","1","0","0","8","3","0","0","0","1","0","0","9","2","2","0","0","1","0","0","10","5","1","0","0","1","0","0","10","3","1","0","0","1","0","0","5","4","2","0","0","1","0","0","10","5","1","0","0"
"218.","224","Државно","Западнобачки управни округ","Кула","20. октобар","Основно редовно образовање","Основно образовање","8","Српски језик","3","0","0","70","33","1","1","0","3","0","0","67","27","2","1","0","4","0","0","84","45","1","3","0","3","0","0","67","35","2","2","0","3","0","0","62","30","1","0","0","3","0","0","77","44","5","2","0","3","0","0","62","32","3","0","0","4","0","0","77","29","8","3","0"
"219.","225","Државно","Западнобачки управни округ","Оџаци","Бранко Радичевић","Основно редовно образовање","Основно образовање","8","Српски језик","2","0","0","27","20","0","0","0","2","0","0","41","20","0","0","0","2","0","0","33","12","1","1","0","2","0","0","29","8","1","1","0","2","0","0","40","23","0","1","0","2","0","0","30","12","2","0","0","2","0","0","33","14","0","0","0","2","0","0","38","12","0","3","0"
"220.","226","Државно","Западнобачки управни округ","Оџаци","Мирослав Антић","Основно редовно образовање","Основно образовање","8","Српски језик","2","0","0","37","19","0","0","0","2","0","0","38","21","0","0","0","2","0","0","42","20","0","0","0","2","0","0","32","15","0","0","0","2","0","0","32","18","1","0","0","2","0","0","40","21","3","2","0","2","0","0","40","21","1","1","0","3","0","0","57","24","4","2","0"
"221.","227","Државно","Западнобачки управни округ","Оџаци","Бора Станковић","Основно редовно образовање","Основно образовање","8","Српски језик","1","0","0","28","14","0","0","0","2","0","0","31","10","2","0","0","2","0","0","31","15","1","0","0","2","0","0","44","21","2","0","2","1","0","0","27","13","2","1","1","1","0","0","22","9","0","0","2","2","0","0","27","15","1","3","0","2","0","0","39","16","2","1","0"
